Geographic Area Name,Zone,No vehicle available,1 vehicle available,2 vehicles available,3 or more vehicles available,Transportation_type
Census Tract 110,Sunset Park East,0,63,8,8,drove_alone
Census Tract 112,Sunset Park East,63,255,54,0,drove_alone
Census Tract 114,Borough Park,0,101,100,0,drove_alone
Census Tract 116,Borough Park,4,64,16,0,drove_alone
Census Tract 117,Gowanus,32,59,9,0,drove_alone
Census Tract 118,Sunset Park East,36,59,10,31,drove_alone
Census Tract 119.01,Gowanus,0,30,0,0,drove_alone
Census Tract 120,Sunset Park East,0,123,0,34,drove_alone
Census Tract 121,Gowanus,5,82,34,3,drove_alone
Census Tract 122,Sunset Park West,12,111,4,0,drove_alone
Census Tract 126,Bay Ridge,22,81,48,39,drove_alone
Census Tract 127,Boerum Hill,0,93,29,0,drove_alone
Census Tract 128.01,Dyker Heights,0,161,45,22,drove_alone
Census Tract 129.01,Park Slope,0,70,12,0,drove_alone
Census Tract 129.02,Park Slope,18,75,7,0,drove_alone
Census Tract 130,Bay Ridge,55,179,42,35,drove_alone
Census Tract 131,Park Slope,0,27,7,0,drove_alone
Census Tract 132,Dyker Heights,14,116,0,74,drove_alone
Census Tract 133,Park Slope,12,54,29,8,drove_alone
Census Tract 134,Bay Ridge,52,174,104,3,drove_alone
Census Tract 135,Park Slope,20,106,86,0,drove_alone
Census Tract 136,Bay Ridge,15,172,104,7,drove_alone
Census Tract 137,Park Slope,16,154,0,0,drove_alone
Census Tract 138,Bay Ridge,85,206,138,43,drove_alone
Census Tract 139,Park Slope,67,68,112,0,drove_alone
Census Tract 140,Dyker Heights,21,87,54,59,drove_alone
Census Tract 141.01,Park Slope,30,51,0,8,drove_alone
Census Tract 141.02,Park Slope,7,1,0,0,drove_alone
Census Tract 142,Bay Ridge,0,150,61,0,drove_alone
Census Tract 143,Park Slope,45,272,92,0,drove_alone
Census Tract 145,Sunset Park West,45,140,41,0,drove_alone
Census Tract 147,Sunset Park West,13,123,51,19,drove_alone
Census Tract 148,Dyker Heights,0,123,25,0,drove_alone
Census Tract 149.01,Park Slope,16,0,73,0,drove_alone
Census Tract 149.02,Park Slope,0,254,9,0,drove_alone
Census Tract 150,Dyker Heights,28,59,102,25,drove_alone
Census Tract 151,Park Slope,12,177,9,0,drove_alone
Census Tract 152,Dyker Heights,28,196,258,18,drove_alone
Census Tract 153,Park Slope,0,59,23,0,drove_alone
Census Tract 155,Park Slope,7,60,38,42,drove_alone
Census Tract 157,Park Slope,0,18,26,0,drove_alone
Census Tract 159,Park Slope,49,180,20,0,drove_alone
Census Tract 160,Bay Ridge,27,383,67,19,drove_alone
Census Tract 161,Prospect Heights,17,63,89,0,drove_alone
Census Tract 162,Bay Ridge,0,172,44,0,drove_alone
Census Tract 163,Prospect Heights,28,39,0,0,drove_alone
Census Tract 164,Bay Ridge,0,113,93,12,drove_alone
Census Tract 165,Park Slope,22,137,102,99,drove_alone
Census Tract 166,Dyker Heights,0,185,183,50,drove_alone
Census Tract 167,Park Slope,28,144,29,11,drove_alone
Census Tract 168,Bath Beach,32,63,134,208,drove_alone
Census Tract 169,Windsor Terrace,14,271,11,29,drove_alone
Census Tract 170,Bath Beach,40,179,101,82,drove_alone
Census Tract 171,Windsor Terrace,37,171,62,43,drove_alone
Census Tract 172,Bath Beach,14,119,324,0,drove_alone
Census Tract 174,Bath Beach,37,236,172,54,drove_alone
Census Tract 176,Bath Beach,37,310,225,23,drove_alone
Census Tract 178,Bath Beach,0,168,69,29,drove_alone
Census Tract 179,Fort Greene,47,117,63,0,drove_alone
Census Tract 180,Bath Beach,9,232,18,106,drove_alone
Census Tract 181,Fort Greene,0,153,20,0,drove_alone
Census Tract 182,Bensonhurst West,17,171,202,0,drove_alone
Census Tract 183,Fort Greene,74,139,26,0,drove_alone
Census Tract 184,Bensonhurst West,8,76,45,35,drove_alone
Census Tract 185.01,Fort Greene,23,143,0,0,drove_alone
Census Tract 186,Bensonhurst West,20,98,32,50,drove_alone
Census Tract 187,Fort Greene,26,51,38,0,drove_alone
Census Tract 188,Bensonhurst West,33,160,161,256,drove_alone
Census Tract 190,Bensonhurst West,16,318,200,55,drove_alone
Census Tract 191,Clinton Hill,0,118,62,0,drove_alone
Census Tract 192,Borough Park,13,135,46,19,drove_alone
Census Tract 193,Clinton Hill,0,118,41,0,drove_alone
Census Tract 194,Dyker Heights,0,151,18,41,drove_alone
Census Tract 195,Clinton Hill,23,198,8,0,drove_alone
Census Tract 196,Dyker Heights,26,181,65,18,drove_alone
Census Tract 197,Clinton Hill,0,73,0,18,drove_alone
Census Tract 198,Dyker Heights,6,75,138,57,drove_alone
Census Tract 199,Clinton Hill,22,78,32,0,drove_alone
Census Tract 200,Dyker Heights,14,154,52,16,drove_alone
Census Tract 201,Clinton Hill,34,92,27,0,drove_alone
Census Tract 202,Dyker Heights,0,271,90,60,drove_alone
Census Tract 203,Prospect Heights,14,103,30,0,drove_alone
Census Tract 204,Dyker Heights,29,37,198,128,drove_alone
Census Tract 205,Prospect Heights,0,98,42,0,drove_alone
Census Tract 206,Dyker Heights,13,193,179,110,drove_alone
Census Tract 207,Prospect Heights,52,123,14,0,drove_alone
Census Tract 208,Dyker Heights,10,181,16,39,drove_alone
Census Tract 210,Dyker Heights,39,340,78,25,drove_alone
Census Tract 211,Fort Greene,18,171,69,0,drove_alone
Census Tract 212,Dyker Heights,37,173,91,21,drove_alone
Census Tract 213,Crown Heights South,3,74,190,0,drove_alone
Census Tract 214,Borough Park,61,116,8,0,drove_alone
Census Tract 215,Prospect Heights,11,320,0,0,drove_alone
Census Tract 216,Borough Park,0,91,38,0,drove_alone
Census Tract 217,Crown Heights North,0,51,70,0,drove_alone
Census Tract 218,Borough Park,8,119,38,0,drove_alone
Census Tract 219,Crown Heights North,17,215,37,0,drove_alone
Census Tract 220,Borough Park,43,257,0,0,drove_alone
Census Tract 221,Crown Heights North,23,185,25,10,drove_alone
Census Tract 222,Borough Park,0,143,10,0,drove_alone
Census Tract 224,Borough Park,17,152,82,29,drove_alone
Census Tract 226,Borough Park,0,79,66,0,drove_alone
Census Tract 227,Clinton Hill,0,71,0,0,drove_alone
Census Tract 228,Borough Park,42,179,20,0,drove_alone
Census Tract 229,Clinton Hill,0,197,12,0,drove_alone
Census Tract 230,Borough Park,40,164,0,1,drove_alone
Census Tract 231,Clinton Hill,0,214,82,12,drove_alone
Census Tract 232,Borough Park,30,153,63,0,drove_alone
Census Tract 233,Bedford,0,248,0,0,drove_alone
Census Tract 234,Borough Park,23,201,58,0,drove_alone
Census Tract 235,Clinton Hill,90,184,72,16,drove_alone
Census Tract 236,Borough Park,0,215,18,0,drove_alone
Census Tract 238,Borough Park,66,195,17,0,drove_alone
Census Tract 240,Borough Park,72,279,27,0,drove_alone
Census Tract 241,Bedford,0,156,25,0,drove_alone
Census Tract 242,Borough Park,0,115,62,39,drove_alone
Census Tract 243,Bedford,0,202,70,0,drove_alone
Census Tract 244,Borough Park,15,212,64,47,drove_alone
Census Tract 245,Bedford,30,307,69,0,drove_alone
Census Tract 246,Borough Park,18,150,137,11,drove_alone
Census Tract 247,Crown Heights North,0,79,0,14,drove_alone
Census Tract 248,Bensonhurst West,36,102,100,25,drove_alone
Census Tract 249,Bedford,29,50,57,16,drove_alone
Census Tract 250,Bensonhurst West,3,156,0,8,drove_alone
Census Tract 251,Bedford,0,159,33,0,drove_alone
Census Tract 252,Bensonhurst West,18,247,34,18,drove_alone
Census Tract 253,Bedford,19,162,0,31,drove_alone
Census Tract 254,Bensonhurst West,10,147,77,0,drove_alone
Census Tract 255,Bedford,106,55,24,0,drove_alone
Census Tract 256,Bensonhurst West,30,131,88,28,drove_alone
Census Tract 257,Bedford,53,77,130,0,drove_alone
Census Tract 258,Bensonhurst West,24,168,38,54,drove_alone
Census Tract 259.01,Bedford,22,15,23,0,drove_alone
Census Tract 259.02,Bedford,0,177,0,0,drove_alone
Census Tract 260,Bensonhurst West,55,115,128,69,drove_alone
Census Tract 261,Bedford,49,182,155,0,drove_alone
Census Tract 262,Bensonhurst West,50,150,108,31,drove_alone
Census Tract 263,Bedford,9,64,26,55,drove_alone
Census Tract 264,Bensonhurst West,42,185,37,0,drove_alone
Census Tract 265,Bedford,0,143,210,0,drove_alone
Census Tract 266,Bensonhurst West,57,132,164,24,drove_alone
Census Tract 267,Bedford,132,120,121,0,drove_alone
Census Tract 268,Bensonhurst West,27,233,258,23,drove_alone
Census Tract 269,Bedford,37,48,169,0,drove_alone
Census Tract 270,Bensonhurst West,6,123,47,19,drove_alone
Census Tract 271,Crown Heights North,15,164,115,10,drove_alone
Census Tract 272,Bensonhurst West,0,316,161,23,drove_alone
Census Tract 273,Stuyvesant Heights,0,161,164,125,drove_alone
Census Tract 274,Bensonhurst West,25,84,115,0,drove_alone
Census Tract 275,Stuyvesant Heights,0,179,53,0,drove_alone
Census Tract 276,Bensonhurst West,8,187,66,24,drove_alone
Census Tract 277,Stuyvesant Heights,62,340,137,25,drove_alone
Census Tract 278,Bensonhurst West,0,162,78,52,drove_alone
Census Tract 279,Stuyvesant Heights,85,246,78,0,drove_alone
Census Tract 280,Bath Beach,5,116,91,34,drove_alone
Census Tract 281,Stuyvesant Heights,0,127,93,15,drove_alone
Census Tract 282,Bath Beach,88,179,68,24,drove_alone
Census Tract 283,Stuyvesant Heights,101,179,0,0,drove_alone
Census Tract 284,Bensonhurst West,21,272,158,29,drove_alone
Census Tract 285.01,Bushwick South,9,11,0,0,drove_alone
Census Tract 285.02,Stuyvesant Heights,0,0,67,0,drove_alone
Census Tract 286,Bath Beach,61,341,97,0,drove_alone
Census Tract 287,Stuyvesant Heights,0,83,13,56,drove_alone
Census Tract 288,Bensonhurst West,0,161,72,6,drove_alone
Census Tract 289,Stuyvesant Heights,71,178,239,0,drove_alone
Census Tract 290,Bensonhurst West,40,264,47,0,drove_alone
Census Tract 291,Stuyvesant Heights,28,130,146,0,drove_alone
Census Tract 292,Bath Beach,24,128,31,7,drove_alone
Census Tract 293,Stuyvesant Heights,7,22,199,0,drove_alone
Census Tract 294,Bensonhurst West,0,188,13,0,drove_alone
Census Tract 295,Stuyvesant Heights,31,179,36,46,drove_alone
Census Tract 296,Bensonhurst West,77,137,63,23,drove_alone
Census Tract 297,Crown Heights North,34,229,47,43,drove_alone
Census Tract 298,Bensonhurst East,9,227,171,36,drove_alone
Census Tract 299,Crown Heights North,10,49,21,0,drove_alone
Census Tract 300,Bensonhurst East,16,209,90,24,drove_alone
Census Tract 301,Ocean Hill,98,107,101,0,drove_alone
Census Tract 302,Bensonhurst East,0,153,223,0,drove_alone
Census Tract 303,Ocean Hill,0,80,69,14,drove_alone
Census Tract 304,Bensonhurst East,10,269,149,21,drove_alone
Census Tract 305,Crown Heights North,48,406,50,0,drove_alone
Census Tract 306,Gravesend,4,174,49,41,drove_alone
Census Tract 307,Crown Heights North,0,183,12,0,drove_alone
Census Tract 308,Gravesend,5,87,64,16,drove_alone
Census Tract 309,Crown Heights North,24,128,55,0,drove_alone
Census Tract 311,Crown Heights North,0,200,30,0,drove_alone
Census Tract 313,Crown Heights North,0,300,0,16,drove_alone
Census Tract 314.01,Gravesend,0,455,483,12,drove_alone
Census Tract 315,Crown Heights North,91,162,0,38,drove_alone
Census Tract 317.01,Crown Heights North,38,200,16,0,drove_alone
Census Tract 317.02,Crown Heights North,0,170,80,0,drove_alone
Census Tract 319,Crown Heights South,30,127,30,0,drove_alone
Census Tract 321,Crown Heights South,0,53,21,35,drove_alone
Census Tract 323,Crown Heights South,17,147,201,0,drove_alone
Census Tract 325,Crown Heights South,114,134,0,0,drove_alone
Census Tract 326,Coney Island,68,67,108,51,drove_alone
Census Tract 327,Prospect-Lefferts Gardens,5,128,27,0,drove_alone
Census Tract 328,Coney Island,37,139,101,3,drove_alone
Census Tract 329,Prospect-Lefferts Gardens,0,299,11,0,drove_alone
Census Tract 330,Coney Island,0,166,63,0,drove_alone
Census Tract 331,Crown Heights South,7,135,45,0,drove_alone
Census Tract 333,Crown Heights South,99,157,4,0,drove_alone
Census Tract 335,Crown Heights South,0,145,51,23,drove_alone
Census Tract 336,Coney Island,13,425,275,446,drove_alone
Census Tract 337.01,Crown Heights North,39,236,89,0,drove_alone
Census Tract 337.02,Crown Heights North,0,154,42,0,drove_alone
Census Tract 339,Crown Heights North,10,237,72,0,drove_alone
Census Tract 340,Coney Island,6,63,0,0,drove_alone
Census Tract 341,Crown Heights North,0,63,16,0,drove_alone
Census Tract 342,Coney Island,19,240,51,0,drove_alone
Census Tract 343,Crown Heights North,42,36,0,15,drove_alone
Census Tract 345,Crown Heights North,10,124,0,41,drove_alone
Census Tract 347,Crown Heights North,0,146,17,0,drove_alone
Census Tract 348,Coney Island,9,92,27,74,drove_alone
Census Tract 349.01,Crown Heights North,30,62,0,0,drove_alone
Census Tract 349.02,Crown Heights North,29,156,5,0,drove_alone
Census Tract 350,Coney Island,0,255,98,0,drove_alone
Census Tract 351.01,Crown Heights North,0,122,0,0,drove_alone
Census Tract 351.02,Crown Heights North,11,145,0,0,drove_alone
Census Tract 352,Coney Island,0,0,29,0,drove_alone
Census Tract 353.01,Crown Heights North,198,78,0,0,drove_alone
Census Tract 353.02,Crown Heights North,0,173,0,0,drove_alone
Census Tract 354,Coney Island,21,318,40,0,drove_alone
Census Tract 355,Crown Heights South,79,260,206,104,drove_alone
Census Tract 356.01,Coney Island,59,143,8,0,drove_alone
Census Tract 356.02,Coney Island,0,656,98,0,drove_alone
Census Tract 357.01,Crown Heights North,0,62,0,0,drove_alone
Census Tract 359,Crown Heights North,0,289,177,59,drove_alone
Census Tract 360.01,Brighton Beach,84,203,54,0,drove_alone
Census Tract 360.02,Brighton Beach,0,17,18,0,drove_alone
Census Tract 361,Ocean Hill,26,72,0,0,drove_alone
Census Tract 362,Brighton Beach,6,277,12,52,drove_alone
Census Tract 363,Ocean Hill,43,296,57,32,drove_alone
Census Tract 364,Brighton Beach,41,191,5,11,drove_alone
Census Tract 365.01,Ocean Hill,0,96,134,0,drove_alone
Census Tract 365.02,Ocean Hill,0,108,24,0,drove_alone
Census Tract 366,Brighton Beach,0,518,63,0,drove_alone
Census Tract 367,Ocean Hill,120,39,59,0,drove_alone
Census Tract 369,Ocean Hill,0,289,0,0,drove_alone
Census Tract 370,Brighton Beach,54,369,195,9,drove_alone
Census Tract 371,Ocean Hill,0,300,248,54,drove_alone
Census Tract 373,Ocean Hill,56,143,17,23,drove_alone
Census Tract 374.01,Gravesend,9,344,71,156,drove_alone
Census Tract 374.02,Gravesend,19,382,138,0,drove_alone
Census Tract 375,Stuyvesant Heights,0,266,34,0,drove_alone
Census Tract 377,Stuyvesant Heights,0,251,87,26,drove_alone
Census Tract 379,Stuyvesant Heights,0,295,109,61,drove_alone
Census Tract 381,Crown Heights North,52,465,56,0,drove_alone
Census Tract 382,Gravesend,14,52,15,0,drove_alone
Census Tract 383,Stuyvesant Heights,76,191,152,52,drove_alone
Census Tract 385,Stuyvesant Heights,0,285,0,303,drove_alone
Census Tract 386,Gravesend,0,143,169,51,drove_alone
Census Tract 387,Stuyvesant Heights,25,137,25,71,drove_alone
Census Tract 388,Homecrest,33,125,89,17,drove_alone
Census Tract 389,Bushwick South,0,197,17,39,drove_alone
Census Tract 390,Homecrest,0,129,129,15,drove_alone
Census Tract 391,Bushwick South,0,238,56,6,drove_alone
Census Tract 392,Homecrest,0,266,226,39,drove_alone
Census Tract 393,Bushwick South,0,44,0,0,drove_alone
Census Tract 394,Homecrest,72,76,85,36,drove_alone
Census Tract 395,Bushwick South,0,76,36,0,drove_alone
Census Tract 396,Homecrest,0,120,66,147,drove_alone
Census Tract 397,Bushwick South,0,160,75,0,drove_alone
Census Tract 398,Gravesend,7,82,185,24,drove_alone
Census Tract 399,Bushwick South,39,145,45,48,drove_alone
Census Tract 400,Bensonhurst East,0,236,104,14,drove_alone
Census Tract 401,Bushwick South,17,228,30,21,drove_alone
Census Tract 402,Bensonhurst East,4,181,81,11,drove_alone
Census Tract 403,Bushwick South,0,94,128,4,drove_alone
Census Tract 404,Bensonhurst East,37,178,96,66,drove_alone
Census Tract 405,Bushwick South,14,48,0,0,drove_alone
Census Tract 406,Bensonhurst East,0,179,104,10,drove_alone
Census Tract 408,Bensonhurst East,0,195,126,25,drove_alone
Census Tract 409,Bushwick North,67,171,129,0,drove_alone
Census Tract 410,Bensonhurst East,0,76,41,20,drove_alone
Census Tract 411,Bushwick South,86,208,85,37,drove_alone
Census Tract 412,Bensonhurst East,56,121,250,20,drove_alone
Census Tract 413,Bushwick South,24,149,190,0,drove_alone
Census Tract 414.01,Homecrest,0,71,109,65,drove_alone
Census Tract 414.02,Homecrest,11,84,121,73,drove_alone
Census Tract 415,Bushwick South,219,321,82,72,drove_alone
Census Tract 416,Homecrest,6,237,36,76,drove_alone
Census Tract 417,Bushwick South,48,109,22,12,drove_alone
Census Tract 418,Homecrest,0,124,61,0,drove_alone
Census Tract 419,Bushwick South,52,173,72,44,drove_alone
Census Tract 420,Homecrest,0,29,100,0,drove_alone
Census Tract 421,Bushwick South,0,125,105,0,drove_alone
Census Tract 422,Homecrest,64,188,62,0,drove_alone
Census Tract 423,Bushwick South,49,115,0,0,drove_alone
Census Tract 424,Bensonhurst East,60,121,112,54,drove_alone
Census Tract 425,Bushwick South,0,67,9,0,drove_alone
Census Tract 426,Bensonhurst East,18,136,185,0,drove_alone
Census Tract 427,Bushwick North,65,84,0,0,drove_alone
Census Tract 428,Bensonhurst East,8,333,195,0,drove_alone
Census Tract 429,Bushwick North,37,173,0,0,drove_alone
Census Tract 430,Bensonhurst East,8,151,10,0,drove_alone
Census Tract 431,Bushwick North,29,176,58,0,drove_alone
Census Tract 432,Bensonhurst East,44,269,306,94,drove_alone
Census Tract 433,Bushwick North,112,41,94,0,drove_alone
Census Tract 434,Bensonhurst East,5,124,33,0,drove_alone
Census Tract 435,Bushwick North,0,334,165,0,drove_alone
Census Tract 436,Bensonhurst East,19,244,111,9,drove_alone
Census Tract 437,Bushwick North,12,189,288,0,drove_alone
Census Tract 438,Ocean Parkway South,41,140,86,26,drove_alone
Census Tract 439,Bushwick North,49,137,138,0,drove_alone
Census Tract 440,Ocean Parkway South,12,61,161,24,drove_alone
Census Tract 441,Bushwick North,160,208,59,0,drove_alone
Census Tract 442,Ocean Parkway South,0,163,99,53,drove_alone
Census Tract 443,Bushwick North,66,138,177,0,drove_alone
Census Tract 444,Ocean Parkway South,68,145,77,125,drove_alone
Census Tract 445,Bushwick North,0,184,32,0,drove_alone
Census Tract 446,Borough Park,0,75,67,20,drove_alone
Census Tract 447,Bushwick North,9,74,9,0,drove_alone
Census Tract 448,Ocean Parkway South,18,133,106,6,drove_alone
Census Tract 449.01,East Williamsburg,32,68,135,30,drove_alone
Census Tract 450,Ocean Parkway South,0,10,35,0,drove_alone
Census Tract 452,Ocean Parkway South,0,181,139,0,drove_alone
Census Tract 453,Bushwick North,21,0,23,0,drove_alone
Census Tract 454,Ocean Parkway South,4,141,108,52,drove_alone
Census Tract 456,Midwood,0,91,82,0,drove_alone
Census Tract 458,Midwood,6,77,53,23,drove_alone
Census Tract 460,Flatbush/Ditmas Park,83,109,111,17,drove_alone
Census Tract 462.01,Flatbush/Ditmas Park,7,152,66,27,drove_alone
Census Tract 462.02,Ocean Parkway South,10,166,54,37,drove_alone
Census Tract 464,Borough Park,0,142,48,12,drove_alone
Census Tract 468,Borough Park,46,122,20,0,drove_alone
Census Tract 470,Borough Park,18,212,141,6,drove_alone
Census Tract 472,Borough Park,15,174,89,0,drove_alone
Census Tract 474,Borough Park,18,122,30,0,drove_alone
Census Tract 476,Borough Park,0,222,77,0,drove_alone
Census Tract 477,East Williamsburg,32,119,100,0,drove_alone
Census Tract 478,Borough Park,15,260,135,0,drove_alone
